State,Bedrooms,Bathrooms,Area (Sqft),Lot Size,Year Built,City,Zipcode,Address,Price,Status,Listing URL
TX,2 bds,3 ba,2678 sqft,9618 sqft,2020,San Francisco,46345,"350 Elm St, San Francisco, TX 46345","$438,301",For Sale,https://www.zillow.com/homedetails/26109236_zpid/
IL,5 bds,1 ba,2881 sqft,3431 sqft,2001,Sacramento,77377,"1218 Main St, Sacramento, IL 77377","$1,058,552",For Sale,https://www.zillow.com/homedetails/85357203_zpid/
IL,3 bds,3 ba,968 sqft,5001 sqft,1988,San Diego,27746,"7879 Main St, San Diego, IL 27746","$1,274,693",Pending,https://www.zillow.com/homedetails/14255801_zpid/
NY,4 bds,2 ba,3141 sqft,9189 sqft,1964,Sacramento,29253,"6614 Elm St, Sacramento, NY 29253","$591,413",Pending,https://www.zillow.com/homedetails/43234000_zpid/
NY,4 bds,3 ba,2906 sqft,6784 sqft,2009,San Francisco,50058,"2410 Elm St, San Francisco, NY 50058","$202,048",Sold,https://www.zillow.com/homedetails/23444215_zpid/
NY,3 bds,3 ba,3375 sqft,6800 sqft,1959,Sacramento,78417,"2981 Pine Rd, Sacramento, NY 78417","$484,824",Pending,https://www.zillow.com/homedetails/17999955_zpid/
FL,1 bds,3 ba,1294 sqft,5757 sqft,2003,San Francisco,62236,"1685 Pine Rd, San Francisco, FL 62236","$975,639",Sold,https://www.zillow.com/homedetails/96572040_zpid/
NY,3 bds,3 ba,828 sqft,7406 sqft,2009,San Diego,76509,"7093 Oak Ave, San Diego, NY 76509","$375,868",Sold,https://www.zillow.com/homedetails/13158425_zpid/
IL,4 bds,3 ba,3690 sqft,4485 sqft,1978,San Diego,10617,"3862 Maple Dr, San Diego, IL 10617","$1,382,800",Pending,https://www.zillow.com/homedetails/99244780_zpid/
CA,2 bds,3 ba,2755 sqft,1797 sqft,2015,Sacramento,39573,"1843 Elm St, Sacramento, CA 39573","$926,788",Pending,https://www.zillow.com/homedetails/83535822_zpid/
FL,3 bds,4 ba,1225 sqft,6527 sqft,2008,Fresno,59397,"2130 Main St, Fresno, FL 59397","$822,548",For Sale,https://www.zillow.com/homedetails/75818364_zpid/
FL,5 bds,3 ba,1816 sqft,9386 sqft,1967,San Diego,47551,"1986 Pine Rd, San Diego, FL 47551","$571,568",Pending,https://www.zillow.com/homedetails/69613070_zpid/
TX,2 bds,4 ba,3212 sqft,6244 sqft,2005,Sacramento,47857,"2262 Elm St, Sacramento, TX 47857","$310,835",Pending,https://www.zillow.com/homedetails/51367069_zpid/
TX,1 bds,3 ba,3282 sqft,4028 sqft,1972,San Francisco,22352,"1004 Oak Ave, San Francisco, TX 22352","$508,171",Sold,https://www.zillow.com/homedetails/79150581_zpid/
IL,3 bds,2 ba,2852 sqft,8461 sqft,1953,San Diego,45350,"7226 Oak Ave, San Diego, IL 45350","$493,637",For Sale,https://www.zillow.com/homedetails/60765848_zpid/
CA,2 bds,3 ba,1747 sqft,8884 sqft,1971,San Francisco,63682,"3478 Pine Rd, San Francisco, CA 63682","$125,582",Sold,https://www.zillow.com/homedetails/46934998_zpid/
IL,4 bds,4 ba,3973 sqft,9351 sqft,2018,San Francisco,14953,"2050 Elm St, San Francisco, IL 14953","$358,855",Sold,https://www.zillow.com/homedetails/68881741_zpid/
FL,2 bds,4 ba,2471 sqft,3616 sqft,1958,Los Angeles,11197,"4168 Maple Dr, Los Angeles, FL 11197","$333,088",Pending,https://www.zillow.com/homedetails/68583332_zpid/
NY,2 bds,2 ba,1417 sqft,2272 sqft,1967,Fresno,34006,"5955 Elm St, Fresno, NY 34006","$723,940",Sold,https://www.zillow.com/homedetails/57640383_zpid/
FL,5 bds,1 ba,1165 sqft,2075 sqft,1980,Los Angeles,67275,"7016 Elm St, Los Angeles, FL 67275","$841,326",Pending,https://www.zillow.com/homedetails/73608419_zpid/
IL,4 bds,4 ba,2837 sqft,8979 sqft,1968,San Francisco,56583,"2001 Oak Ave, San Francisco, IL 56583","$128,867",Pending,https://www.zillow.com/homedetails/27283534_zpid/
IL,2 bds,1 ba,2886 sqft,6378 sqft,1975,Sacramento,21455,"8907 Oak Ave, Sacramento, IL 21455","$748,777",Pending,https://www.zillow.com/homedetails/42569906_zpid/
TX,5 bds,1 ba,2769 sqft,8859 sqft,1980,Sacramento,38208,"2919 Maple Dr, Sacramento, TX 38208","$221,782",For Sale,https://www.zillow.com/homedetails/80995473_zpid/
IL,6 bds,4 ba,1822 sqft,3650 sqft,2017,Los Angeles,35507,"8767 Pine Rd, Los Angeles, IL 35507","$678,686",Pending,https://www.zillow.com/homedetails/45024169_zpid/
TX,4 bds,1 ba,2219 sqft,1682 sqft,1993,Los Angeles,34696,"3172 Maple Dr, Los Angeles, TX 34696","$1,029,713",For Sale,https://www.zillow.com/homedetails/17285618_zpid/
TX,3 bds,2 ba,1946 sqft,5418 sqft,2015,Fresno,83240,"3202 Oak Ave, Fresno, TX 83240","$780,079",Sold,https://www.zillow.com/homedetails/70597982_zpid/
IL,4 bds,1 ba,1148 sqft,6767 sqft,2004,Fresno,75571,"9418 Oak Ave, Fresno, IL 75571","$285,725",For Sale,https://www.zillow.com/homedetails/87191928_zpid/
IL,2 bds,3 ba,929 sqft,5271 sqft,1961,Sacramento,39262,"4432 Oak Ave, Sacramento, IL 39262","$925,095",For Sale,https://www.zillow.com/homedetails/45038674_zpid/
TX,5 bds,2 ba,2144 sqft,1888 sqft,2022,Los Angeles,13381,"2210 Pine Rd, Los Angeles, TX 13381","$581,161",Pending,https://www.zillow.com/homedetails/46294465_zpid/
CA,4 bds,2 ba,1178 sqft,6036 sqft,1952,Fresno,95682,"6103 Oak Ave, Fresno, CA 95682","$815,451",Sold,https://www.zillow.com/homedetails/78807094_zpid/
CA,2 bds,3 ba,1618 sqft,1231 sqft,2006,Fresno,49064,"6513 Main St, Fresno, CA 49064","$1,269,682",For Sale,https://www.zillow.com/homedetails/19394023_zpid/
FL,2 bds,1 ba,3941 sqft,1476 sqft,1989,San Diego,35494,"6100 Oak Ave, San Diego, FL 35494","$457,327",For Sale,https://www.zillow.com/homedetails/87350671_zpid/
IL,2 bds,1 ba,1212 sqft,2369 sqft,2009,San Francisco,99955,"3610 Elm St, San Francisco, IL 99955","$146,019",Sold,https://www.zillow.com/homedetails/70266177_zpid/
IL,4 bds,2 ba,1064 sqft,7253 sqft,2015,San Diego,70133,"7573 Pine Rd, San Diego, IL 70133","$1,282,414",For Sale,https://www.zillow.com/homedetails/30030854_zpid/
CA,2 bds,1 ba,3160 sqft,9374 sqft,1968,Los Angeles,66789,"8868 Main St, Los Angeles, CA 66789","$570,292",Sold,https://www.zillow.com/homedetails/27263304_zpid/
FL,2 bds,1 ba,1349 sqft,1884 sqft,1976,Fresno,12119,"1443 Elm St, Fresno, FL 12119","$1,424,084",For Sale,https://www.zillow.com/homedetails/18602823_zpid/
NY,4 bds,1 ba,3038 sqft,1481 sqft,2001,Sacramento,41566,"7725 Maple Dr, Sacramento, NY 41566","$728,684",For Sale,https://www.zillow.com/homedetails/88382568_zpid/
IL,1 bds,3 ba,814 sqft,9595 sqft,2015,Los Angeles,54302,"6758 Main St, Los Angeles, IL 54302","$1,404,704",Sold,https://www.zillow.com/homedetails/23557671_zpid/
IL,5 bds,1 ba,3669 sqft,2090 sqft,1967,Sacramento,93365,"8630 Maple Dr, Sacramento, IL 93365","$837,702",For Sale,https://www.zillow.com/homedetails/64734908_zpid/
TX,2 bds,3 ba,2172 sqft,7021 sqft,1966,Fresno,13967,"2012 Main St, Fresno, TX 13967","$976,667",For Sale,https://www.zillow.com/homedetails/90873670_zpid/
CA,5 bds,3 ba,3255 sqft,9208 sqft,2022,Sacramento,31364,"5094 Oak Ave, Sacramento, CA 31364","$380,705",Sold,https://www.zillow.com/homedetails/75485275_zpid/
NY,4 bds,4 ba,2767 sqft,7204 sqft,1958,San Francisco,84752,"446 Pine Rd, San Francisco, NY 84752","$1,444,268",Sold,https://www.zillow.com/homedetails/91055774_zpid/
CA,1 bds,2 ba,1824 sqft,8908 sqft,1975,Fresno,60495,"4880 Elm St, Fresno, CA 60495","$102,028",For Sale,https://www.zillow.com/homedetails/70050549_zpid/
CA,4 bds,4 ba,3360 sqft,3890 sqft,2017,Sacramento,76924,"4836 Pine Rd, Sacramento, CA 76924","$804,005",For Sale,https://www.zillow.com/homedetails/25733546_zpid/
FL,2 bds,2 ba,666 sqft,9673 sqft,1971,Los Angeles,96371,"6029 Oak Ave, Los Angeles, FL 96371","$711,326",Sold,https://www.zillow.com/homedetails/33511704_zpid/
IL,5 bds,4 ba,1457 sqft,7949 sqft,2004,Fresno,65768,"6352 Pine Rd, Fresno, IL 65768","$1,115,403",Pending,https://www.zillow.com/homedetails/60455421_zpid/
IL,2 bds,2 ba,1004 sqft,6358 sqft,1979,San Diego,50834,"6184 Maple Dr, San Diego, IL 50834","$1,195,807",Sold,https://www.zillow.com/homedetails/52883374_zpid/
CA,3 bds,2 ba,2728 sqft,9079 sqft,2019,San Francisco,52705,"1950 Elm St, San Francisco, CA 52705","$577,577",For Sale,https://www.zillow.com/homedetails/48901922_zpid/
CA,5 bds,2 ba,3149 sqft,6784 sqft,1962,Los Angeles,62063,"4000 Elm St, Los Angeles, CA 62063","$891,336",Pending,https://www.zillow.com/homedetails/28534726_zpid/
TX,3 bds,4 ba,2720 sqft,3716 sqft,1967,San Diego,98726,"5129 Oak Ave, San Diego, TX 98726","$841,531",Pending,https://www.zillow.com/homedetails/71085289_zpid/
IL,1 bds,3 ba,3633 sqft,3402 sqft,1989,San Diego,22445,"6128 Oak Ave, San Diego, IL 22445","$1,237,879",For Sale,https://www.zillow.com/homedetails/74509458_zpid/
NY,5 bds,3 ba,2383 sqft,4232 sqft,1961,San Francisco,51002,"5071 Maple Dr, San Francisco, NY 51002","$464,902",For Sale,https://www.zillow.com/homedetails/42266190_zpid/
TX,5 bds,4 ba,3276 sqft,2421 sqft,2012,San Francisco,41506,"8055 Oak Ave, San Francisco, TX 41506","$978,336",Sold,https://www.zillow.com/homedetails/12877318_zpid/
CA,6 bds,3 ba,634 sqft,6288 sqft,2020,San Francisco,92333,"5470 Pine Rd, San Francisco, CA 92333","$1,009,011",For Sale,https://www.zillow.com/homedetails/37956969_zpid/
NY,1 bds,3 ba,2714 sqft,7865 sqft,1987,Sacramento,48036,"2676 Main St, Sacramento, NY 48036","$248,621",Sold,https://www.zillow.com/homedetails/16592889_zpid/
FL,4 bds,1 ba,3807 sqft,3790 sqft,1959,San Francisco,45047,"9469 Main St, San Francisco, FL 45047","$1,037,281",Pending,https://www.zillow.com/homedetails/67760635_zpid/
FL,3 bds,1 ba,826 sqft,3948 sqft,2018,Fresno,46347,"8375 Pine Rd, Fresno, FL 46347","$533,084",For Sale,https://www.zillow.com/homedetails/98065502_zpid/
NY,3 bds,1 ba,1682 sqft,4028 sqft,2015,San Diego,35198,"8401 Elm St, San Diego, NY 35198","$1,132,804",Pending,https://www.zillow.com/homedetails/79854147_zpid/
FL,5 bds,1 ba,3855 sqft,2341 sqft,2023,San Francisco,82428,"3068 Elm St, San Francisco, FL 82428","$459,734",Pending,https://www.zillow.com/homedetails/12869882_zpid/
NY,3 bds,1 ba,1691 sqft,5223 sqft,2021,San Diego,66000,"1773 Pine Rd, San Diego, NY 66000","$796,312",Pending,https://www.zillow.com/homedetails/48843485_zpid/
NY,5 bds,1 ba,726 sqft,7912 sqft,2007,Sacramento,15583,"1713 Pine Rd, Sacramento, NY 15583","$1,340,648",Sold,https://www.zillow.com/homedetails/28694704_zpid/
FL,2 bds,4 ba,3922 sqft,7984 sqft,1971,Sacramento,92649,"5421 Elm St, Sacramento, FL 92649","$188,953",For Sale,https://www.zillow.com/homedetails/42643907_zpid/
NY,6 bds,4 ba,3865 sqft,2589 sqft,1964,San Diego,92760,"5369 Main St, San Diego, NY 92760","$1,164,352",Sold,https://www.zillow.com/homedetails/76436515_zpid/
FL,4 bds,4 ba,1440 sqft,1097 sqft,1962,San Francisco,35662,"530 Maple Dr, San Francisco, FL 35662","$129,652",Sold,https://www.zillow.com/homedetails/96294377_zpid/
FL,4 bds,4 ba,3190 sqft,5838 sqft,2018,Los Angeles,95565,"9137 Main St, Los Angeles, FL 95565","$1,176,035",Sold,https://www.zillow.com/homedetails/56236960_zpid/
CA,6 bds,4 ba,3868 sqft,6366 sqft,2010,Los Angeles,97508,"4079 Elm St, Los Angeles, CA 97508","$135,966",Pending,https://www.zillow.com/homedetails/77319020_zpid/
CA,5 bds,2 ba,677 sqft,9114 sqft,1954,San Francisco,61959,"4177 Pine Rd, San Francisco, CA 61959","$714,070",For Sale,https://www.zillow.com/homedetails/33942889_zpid/
TX,3 bds,1 ba,1682 sqft,7916 sqft,1981,San Francisco,27440,"4275 Main St, San Francisco, TX 27440","$1,023,977",Pending,https://www.zillow.com/homedetails/30321714_zpid/
NY,1 bds,1 ba,3261 sqft,7785 sqft,2008,Los Angeles,31427,"1148 Maple Dr, Los Angeles, NY 31427","$407,981",Sold,https://www.zillow.com/homedetails/32988729_zpid/
IL,3 bds,2 ba,1006 sqft,8212 sqft,2010,San Francisco,79435,"9625 Pine Rd, San Francisco, IL 79435","$447,706",Pending,https://www.zillow.com/homedetails/26687290_zpid/
NY,2 bds,1 ba,3078 sqft,4530 sqft,2004,Fresno,22468,"6889 Elm St, Fresno, NY 22468","$1,102,017",Sold,https://www.zillow.com/homedetails/33529755_zpid/
CA,2 bds,2 ba,1374 sqft,2835 sqft,1995,San Francisco,69412,"3019 Maple Dr, San Francisco, CA 69412","$637,069",For Sale,https://www.zillow.com/homedetails/66659036_zpid/
NY,2 bds,1 ba,3416 sqft,8818 sqft,1954,Sacramento,53941,"1865 Elm St, Sacramento, NY 53941","$1,481,833",Pending,https://www.zillow.com/homedetails/41216395_zpid/
FL,6 bds,3 ba,3965 sqft,3209 sqft,2010,San Diego,48650,"2252 Pine Rd, San Diego, FL 48650","$1,312,514",For Sale,https://www.zillow.com/homedetails/65203572_zpid/
NY,4 bds,1 ba,1600 sqft,9159 sqft,1990,Fresno,62544,"4408 Pine Rd, Fresno, NY 62544","$1,498,990",Pending,https://www.zillow.com/homedetails/23423055_zpid/
IL,6 bds,1 ba,3141 sqft,8542 sqft,1992,Fresno,94763,"4207 Pine Rd, Fresno, IL 94763","$628,075",Pending,https://www.zillow.com/homedetails/64506676_zpid/
IL,6 bds,3 ba,660 sqft,1460 sqft,2006,San Francisco,36860,"7904 Main St, San Francisco, IL 36860","$1,000,752",Sold,https://www.zillow.com/homedetails/46257555_zpid/
CA,1 bds,1 ba,3420 sqft,2949 sqft,1992,Fresno,72546,"827 Oak Ave, Fresno, CA 72546","$613,429",Pending,https://www.zillow.com/homedetails/29139232_zpid/
NY,3 bds,4 ba,717 sqft,4739 sqft,1964,Fresno,88446,"3702 Oak Ave, Fresno, NY 88446","$649,507",Sold,https://www.zillow.com/homedetails/72946989_zpid/
IL,2 bds,4 ba,3941 sqft,6714 sqft,1955,Fresno,50137,"2523 Pine Rd, Fresno, IL 50137","$1,011,604",For Sale,https://www.zillow.com/homedetails/93062374_zpid/
FL,3 bds,4 ba,3428 sqft,9567 sqft,1969,San Francisco,17886,"1780 Pine Rd, San Francisco, FL 17886","$878,588",Sold,https://www.zillow.com/homedetails/89281523_zpid/
FL,1 bds,1 ba,3511 sqft,6981 sqft,1964,Fresno,13951,"2519 Elm St, Fresno, FL 13951","$784,628",For Sale,https://www.zillow.com/homedetails/88460844_zpid/
NY,4 bds,2 ba,2535 sqft,2648 sqft,2017,San Francisco,37989,"3988 Elm St, San Francisco, NY 37989","$903,226",Sold,https://www.zillow.com/homedetails/71454586_zpid/
TX,4 bds,3 ba,1590 sqft,4330 sqft,1985,San Diego,70384,"6235 Pine Rd, San Diego, TX 70384","$1,433,590",Sold,https://www.zillow.com/homedetails/51011572_zpid/
FL,3 bds,4 ba,2492 sqft,5586 sqft,1957,Los Angeles,13119,"3848 Maple Dr, Los Angeles, FL 13119","$1,244,267",Sold,https://www.zillow.com/homedetails/66395722_zpid/
CA,1 bds,2 ba,1575 sqft,5478 sqft,2011,Fresno,78357,"2939 Main St, Fresno, CA 78357","$437,137",For Sale,https://www.zillow.com/homedetails/93438748_zpid/
CA,3 bds,2 ba,1505 sqft,2807 sqft,1973,San Diego,21066,"1464 Oak Ave, San Diego, CA 21066","$776,904",Pending,https://www.zillow.com/homedetails/88431243_zpid/
IL,3 bds,2 ba,3405 sqft,1435 sqft,1995,San Diego,56122,"2981 Main St, San Diego, IL 56122","$1,076,130",Pending,https://www.zillow.com/homedetails/48842118_zpid/
NY,4 bds,3 ba,1840 sqft,6776 sqft,1986,Los Angeles,25237,"7001 Maple Dr, Los Angeles, NY 25237","$883,773",Pending,https://www.zillow.com/homedetails/39704892_zpid/
TX,1 bds,2 ba,3090 sqft,1342 sqft,2011,Los Angeles,27691,"5701 Pine Rd, Los Angeles, TX 27691","$629,929",Sold,https://www.zillow.com/homedetails/67918649_zpid/
NY,4 bds,1 ba,3991 sqft,6495 sqft,1957,San Diego,80943,"6873 Oak Ave, San Diego, NY 80943","$1,364,814",Sold,https://www.zillow.com/homedetails/18539408_zpid/
CA,2 bds,2 ba,3487 sqft,6375 sqft,1993,San Francisco,38367,"5688 Elm St, San Francisco, CA 38367","$1,389,794",Sold,https://www.zillow.com/homedetails/77933319_zpid/
TX,3 bds,3 ba,2386 sqft,1172 sqft,1960,Sacramento,14136,"3692 Pine Rd, Sacramento, TX 14136","$1,380,632",Sold,https://www.zillow.com/homedetails/59561259_zpid/
NY,2 bds,1 ba,2017 sqft,4873 sqft,2010,San Francisco,18319,"1812 Main St, San Francisco, NY 18319","$621,685",Sold,https://www.zillow.com/homedetails/34207672_zpid/
IL,2 bds,1 ba,2757 sqft,5327 sqft,1997,Los Angeles,22124,"1684 Elm St, Los Angeles, IL 22124","$932,923",Pending,https://www.zillow.com/homedetails/58809359_zpid/
IL,6 bds,3 ba,3490 sqft,9862 sqft,1951,Los Angeles,88526,"3326 Elm St, Los Angeles, IL 88526","$849,363",For Sale,https://www.zillow.com/homedetails/49859909_zpid/
IL,2 bds,4 ba,2583 sqft,2427 sqft,1953,Fresno,58931,"2386 Pine Rd, Fresno, IL 58931","$478,395",Sold,https://www.zillow.com/homedetails/72194950_zpid/
FL,1 bds,1 ba,746 sqft,2428 sqft,2017,San Diego,50673,"312 Main St, San Diego, FL 50673","$836,243",Sold,https://www.zillow.com/homedetails/51799662_zpid/
CA,6 bds,3 ba,3673 sqft,8567 sqft,1968,Sacramento,79405,"9787 Pine Rd, Sacramento, CA 79405","$1,038,877",Sold,https://www.zillow.com/homedetails/34652567_zpid/
IL,6 bds,4 ba,1286 sqft,4898 sqft,1996,Los Angeles,85999,"7439 Maple Dr, Los Angeles, IL 85999","$138,456",Sold,https://www.zillow.com/homedetails/83339835_zpid/
FL,5 bds,1 ba,2085 sqft,4530 sqft,1974,Los Angeles,23857,"7784 Maple Dr, Los Angeles, FL 23857","$1,285,395",Pending,https://www.zillow.com/homedetails/74837868_zpid/
FL,3 bds,1 ba,2440 sqft,3622 sqft,1976,Los Angeles,92240,"2111 Elm St, Los Angeles, FL 92240","$725,098",Sold,https://www.zillow.com/homedetails/51707709_zpid/
TX,1 bds,3 ba,3007 sqft,9694 sqft,1982,San Diego,60459,"8282 Pine Rd, San Diego, TX 60459","$1,212,791",Sold,https://www.zillow.com/homedetails/54020619_zpid/
IL,1 bds,4 ba,1834 sqft,4014 sqft,1964,Fresno,60012,"921 Elm St, Fresno, IL 60012","$1,263,891",Pending,https://www.zillow.com/homedetails/15092882_zpid/
TX,2 bds,1 ba,3503 sqft,1584 sqft,2015,Sacramento,88736,"5661 Maple Dr, Sacramento, TX 88736","$611,900",For Sale,https://www.zillow.com/homedetails/53349515_zpid/
NY,5 bds,3 ba,1291 sqft,4423 sqft,1982,Sacramento,71689,"2719 Elm St, Sacramento, NY 71689","$1,088,823",Pending,https://www.zillow.com/homedetails/58551032_zpid/
CA,5 bds,1 ba,1460 sqft,1207 sqft,1976,San Francisco,23327,"7675 Maple Dr, San Francisco, CA 23327","$214,432",For Sale,https://www.zillow.com/homedetails/15586705_zpid/
CA,5 bds,4 ba,1814 sqft,2565 sqft,2009,Fresno,28493,"1876 Main St, Fresno, CA 28493","$1,424,797",Sold,https://www.zillow.com/homedetails/60784074_zpid/
TX,1 bds,1 ba,607 sqft,9634 sqft,2007,Fresno,27528,"3775 Main St, Fresno, TX 27528","$858,249",Pending,https://www.zillow.com/homedetails/74674958_zpid/
FL,4 bds,1 ba,1322 sqft,9721 sqft,1955,Fresno,63939,"6140 Elm St, Fresno, FL 63939","$1,191,472",Pending,https://www.zillow.com/homedetails/67736036_zpid/
TX,1 bds,1 ba,3037 sqft,9904 sqft,1979,Los Angeles,92336,"5769 Oak Ave, Los Angeles, TX 92336","$803,014",Sold,https://www.zillow.com/homedetails/70150708_zpid/
IL,5 bds,3 ba,3689 sqft,5680 sqft,1951,San Francisco,70025,"8376 Pine Rd, San Francisco, IL 70025","$253,568",Pending,https://www.zillow.com/homedetails/30499582_zpid/
IL,1 bds,2 ba,2443 sqft,1147 sqft,1999,Los Angeles,48014,"4139 Main St, Los Angeles, IL 48014","$964,648",For Sale,https://www.zillow.com/homedetails/82462796_zpid/
NY,2 bds,4 ba,1407 sqft,4179 sqft,2010,Fresno,59303,"3716 Main St, Fresno, NY 59303","$694,525",Sold,https://www.zillow.com/homedetails/72022112_zpid/
TX,4 bds,4 ba,3608 sqft,2584 sqft,1998,Los Angeles,67134,"5269 Maple Dr, Los Angeles, TX 67134","$283,646",Sold,https://www.zillow.com/homedetails/30491983_zpid/
FL,3 bds,4 ba,2139 sqft,4203 sqft,1976,Los Angeles,36541,"9941 Oak Ave, Los Angeles, FL 36541","$1,387,108",Sold,https://www.zillow.com/homedetails/99144322_zpid/
TX,4 bds,4 ba,1077 sqft,5731 sqft,1980,Fresno,75950,"5088 Elm St, Fresno, TX 75950","$1,268,317",Sold,https://www.zillow.com/homedetails/18024012_zpid/
IL,6 bds,1 ba,1507 sqft,1997 sqft,1975,Fresno,39103,"267 Maple Dr, Fresno, IL 39103","$500,875",For Sale,https://www.zillow.com/homedetails/33778104_zpid/
IL,2 bds,1 ba,2829 sqft,6434 sqft,1994,Fresno,73202,"239 Pine Rd, Fresno, IL 73202","$386,515",For Sale,https://www.zillow.com/homedetails/13191080_zpid/
NY,1 bds,2 ba,3405 sqft,2632 sqft,1989,Los Angeles,38181,"4399 Elm St, Los Angeles, NY 38181","$858,707",Pending,https://www.zillow.com/homedetails/34808253_zpid/
NY,1 bds,4 ba,2317 sqft,3509 sqft,1961,San Francisco,61785,"6157 Main St, San Francisco, NY 61785","$554,405",For Sale,https://www.zillow.com/homedetails/12037296_zpid/
CA,5 bds,4 ba,3642 sqft,1073 sqft,1978,San Diego,92122,"8888 Elm St, San Diego, CA 92122","$1,038,423",Pending,https://www.zillow.com/homedetails/95455334_zpid/
NY,3 bds,4 ba,1451 sqft,4606 sqft,2001,Fresno,79620,"2786 Elm St, Fresno, NY 79620","$103,682",For Sale,https://www.zillow.com/homedetails/58170503_zpid/
NY,3 bds,2 ba,1723 sqft,5182 sqft,1956,Sacramento,64105,"343 Elm St, Sacramento, NY 64105","$970,897",For Sale,https://www.zillow.com/homedetails/40594804_zpid/
FL,1 bds,4 ba,3881 sqft,6166 sqft,1955,Los Angeles,95199,"9562 Pine Rd, Los Angeles, FL 95199","$778,419",For Sale,https://www.zillow.com/homedetails/95107870_zpid/
NY,4 bds,1 ba,3719 sqft,9663 sqft,1981,Fresno,12157,"1645 Main St, Fresno, NY 12157","$1,074,024",For Sale,https://www.zillow.com/homedetails/98007719_zpid/
FL,3 bds,3 ba,3166 sqft,5976 sqft,2021,Los Angeles,11684,"6711 Elm St, Los Angeles, FL 11684","$100,283",For Sale,https://www.zillow.com/homedetails/42752484_zpid/
FL,2 bds,2 ba,2445 sqft,7181 sqft,1970,Sacramento,39040,"3765 Maple Dr, Sacramento, FL 39040","$1,091,920",Pending,https://www.zillow.com/homedetails/16659860_zpid/
CA,1 bds,2 ba,1637 sqft,9782 sqft,1987,Sacramento,41560,"7684 Main St, Sacramento, CA 41560","$699,748",Pending,https://www.zillow.com/homedetails/61023994_zpid/
FL,6 bds,3 ba,2776 sqft,9705 sqft,1972,Sacramento,94828,"4213 Pine Rd, Sacramento, FL 94828","$1,446,602",For Sale,https://www.zillow.com/homedetails/15830915_zpid/
NY,6 bds,2 ba,1671 sqft,5294 sqft,1971,San Francisco,39671,"3424 Maple Dr, San Francisco, NY 39671","$936,502",Sold,https://www.zillow.com/homedetails/74148290_zpid/
NY,4 bds,2 ba,1873 sqft,8384 sqft,2016,Los Angeles,12078,"1307 Elm St, Los Angeles, NY 12078","$1,419,776",For Sale,https://www.zillow.com/homedetails/33640786_zpid/
